ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,ORDER_TOTAL
67,748,2025-08-18 23:55:50,SHIPPED,2488.95
68,160,2025-08-18 23:55:07,CANCELLED,3291.89
69,651,2025-08-18 23:47:21,NEW,1057.74
70,686,2025-08-18 23:51:09,SHIPPED,3652.87
71,876,2025-08-18 23:45:32,SHIPPED,35.04
72,946,2025-08-18 23:58:18,DELIVERED,779.54
73,14,2025-08-18 23:45:09,NEW,2864.08
74,467,2025-08-18 23:59:41,NEW,3470.11
75,411,2025-08-18 23:47:41,NEW,5680.59
76,809,2025-08-18 23:48:23,SHIPPED,1550.93
77,11,2025-08-18 23:49:38,SHIPPED,2384.99
78,565,2025-08-18 23:43:42,NEW,1338.72
79,608,2025-08-18 23:53:32,DELIVERED,3061.62
80,332,2025-08-18 23:45:40,NEW,2078.62
81,606,2025-08-18 23:52:48,CANCELLED,1378.29
82,475,2025-08-18 23:46:03,NEW,615.68
83,326,2025-08-18 23:43:44,NEW,1538.06
84,113,2025-08-18 23:58:22,NEW,1588.71
85,417,2025-08-18 23:52:51,SHIPPED,37.64
86,807,2025-08-18 23:49:36,CANCELLED,1453.26
87,205,2025-08-19 00:01:23,DELIVERED,1629.14
88,519,2025-08-18 23:50:05,SHIPPED,397.72
89,668,2025-08-18 23:45:35,SHIPPED,6190.66
90,23,2025-08-18 23:53:03,CANCELLED,3468.48
91,214,2025-08-19 00:00:00,CANCELLED,1570.44
92,984,2025-08-18 23:52:28,DELIVERED,2818.53
93,848,2025-08-18 23:45:43,NEW,37.41
94,195,2025-08-19 00:01:00,SHIPPED,802.53
95,279,2025-08-18 23:54:46,DELIVERED,233.35
96,821,2025-08-19 00:00:09,NEW,3014.88
97,300,2025-08-18 23:45:44,DELIVERED,1957.03
98,736,2025-08-18 23:53:12,CANCELLED,4115.35
99,457,2025-08-19 00:00:16,CANCELLED,3540.26
100,540,2025-08-18 23:53:45,NEW,4486.67
101,950,2025-08-18 23:57:12,DELIVERED,1092.39
102,238,2025-08-18 23:57:16,SHIPPED,1418.05
103,159,2025-08-18 23:53:49,CANCELLED,4987.89
104,823,2025-08-18 23:58:52,DELIVERED,327.13
105,270,2025-08-18 23:46:00,DELIVERED,2450.69
106,328,2025-08-18 23:54:21,CANCELLED,2473.62
107,174,2025-08-18 23:52:07,CANCELLED,1454.96
108,698,2025-08-18 23:48:00,DELIVERED,1558.58
109,629,2025-08-18 23:48:02,NEW,3185.15
110,191,2025-08-18 23:48:02,NEW,5442.7
111,873,2025-08-18 23:46:03,CANCELLED,2068.06
112,865,2025-08-18 23:58:35,CANCELLED,2012.07
113,751,2025-08-18 23:57:01,NEW,3495.32
114,88,2025-08-18 23:55:17,CANCELLED,445.23
115,822,2025-08-18 23:58:39,CANCELLED,944.12
116,700,2025-08-18 23:46:23,CANCELLED,362.78
117,315,2025-08-18 23:52:52,DELIVERED,4449.7
118,357,2025-08-18 23:48:04,DELIVERED,2295.08
119,228,2025-08-18 23:53:01,SHIPPED,3906.13
120,562,2025-08-19 00:00:41,CANCELLED,2732.67
121,774,2025-08-18 23:55:52,SHIPPED,127.5
122,157,2025-08-18 23:51:48,NEW,3040.79
123,194,2025-08-18 23:44:41,NEW,1745.98
124,429,2025-08-18 23:51:30,SHIPPED,2051.17
125,748,2025-08-19 00:00:09,CANCELLED,5484.44
126,552,2025-08-18 23:46:00,DELIVERED,3860.1
127,916,2025-08-19 00:00:43,NEW,1680.38
128,606,2025-08-18 23:52:47,CANCELLED,7361.43
129,111,2025-08-18 23:57:35,CANCELLED,377.8
130,14,2025-08-18 23:48:16,CANCELLED,184.98
131,514,2025-08-18 23:58:57,SHIPPED,2838.79
132,677,2025-08-18 23:52:03,CANCELLED,5199.44
133,627,2025-08-18 23:48:00,DELIVERED,3503.47
134,941,2025-08-18 23:51:25,CANCELLED,1303.47
135,614,2025-08-18 23:56:00,CANCELLED,3427.03
136,740,2025-08-19 00:01:31,NEW,989.73
137,917,2025-08-18 23:47:22,CANCELLED,1847.48
138,644,2025-08-18 23:54:24,CANCELLED,868.71
139,415,2025-08-18 23:54:37,NEW,1989.83
140,482,2025-08-19 00:00:27,NEW,2116.51
141,467,2025-08-18 23:48:28,CANCELLED,1375.71
142,189,2025-08-18 23:43:40,SHIPPED,2746.79
143,659,2025-08-18 23:46:12,SHIPPED,2201.43
144,538,2025-08-18 23:57:21,SHIPPED,676.29
145,951,2025-08-18 23:57:15,SHIPPED,347.08
146,957,2025-08-18 23:56:33,CANCELLED,862.74
147,527,2025-08-19 00:00:50,CANCELLED,497.56
148,40,2025-08-18 23:58:50,NEW,4104.44
149,866,2025-08-18 23:51:00,SHIPPED,3741.74
150,470,2025-08-18 23:51:02,SHIPPED,1360.24
151,20,2025-08-18 23:48:51,DELIVERED,1456.52
152,997,2025-08-18 23:48:33,DELIVERED,3395.64
153,219,2025-08-18 23:43:41,CANCELLED,3677.99
154,381,2025-08-18 23:54:54,CANCELLED,3845.16
155,211,2025-08-18 23:54:08,NEW,1144.66
156,206,2025-08-18 23:43:59,NEW,2038.48
157,284,2025-08-18 23:50:44,CANCELLED,4645.26
158,592,2025-08-18 23:47:55,NEW,799.12
159,628,2025-08-18 23:49:12,CANCELLED,1771.98
160,689,2025-08-18 23:49:55,CANCELLED,2681.12
161,1000,2025-08-18 23:44:03,SHIPPED,2701.17
162,768,2025-08-18 23:46:09,CANCELLED,916.79
163,19,2025-08-18 23:47:38,CANCELLED,1594.32
164,475,2025-08-18 23:46:45,NEW,3373.97
165,184,2025-08-18 23:56:52,NEW,345.46
166,145,2025-08-19 00:00:37,SHIPPED,3144.6
167,660,2025-08-18 23:45:15,NEW,1340.5
168,849,2025-08-18 23:54:02,DELIVERED,1456.56
169,472,2025-08-18 23:57:15,CANCELLED,2206.04
170,777,2025-08-18 23:47:53,CANCELLED,38.16
171,308,2025-08-18 23:53:06,DELIVERED,582.16
172,349,2025-08-18 23:49:02,NEW,4806.81
173,828,2025-08-18 23:45:47,NEW,3312.21
174,167,2025-08-18 23:54:30,DELIVERED,470.92
175,423,2025-08-18 23:54:23,CANCELLED,2089.87
176,357,2025-08-18 23:53:22,DELIVERED,2960.17
177,295,2025-08-18 23:44:04,DELIVERED,1225.95
178,485,2025-08-18 23:44:41,NEW,965.88
179,127,2025-08-18 23:50:32,NEW,458.31
180,245,2025-08-18 23:47:30,SHIPPED,4310.22
181,383,2025-08-18 23:50:10,CANCELLED,5576.56
182,642,2025-08-18 23:44:03,CANCELLED,4841.17
183,352,2025-08-18 23:49:10,SHIPPED,3101.78
184,785,2025-08-18 23:46:05,CANCELLED,2870.56
185,348,2025-08-18 23:49:26,CANCELLED,1886.06
186,393,2025-08-18 23:47:27,CANCELLED,2054.18
187,952,2025-08-18 23:48:53,CANCELLED,2202.91
188,568,2025-08-18 23:58:09,DELIVERED,4543.27
189,157,2025-08-18 23:52:50,DELIVERED,4365.72
190,711,2025-08-18 23:56:24,NEW,1359.95
191,807,2025-08-18 23:56:18,SHIPPED,1072.36
192,799,2025-08-18 23:51:59,SHIPPED,2652.08
193,539,2025-08-18 23:52:53,NEW,3958.15
194,90,2025-08-18 23:48:36,CANCELLED,6178.54
195,552,2025-08-18 23:53:44,DELIVERED,1015.95
196,803,2025-08-18 23:52:30,CANCELLED,3133.9
197,660,2025-08-18 23:57:19,CANCELLED,436.99
198,246,2025-08-18 23:49:05,DELIVERED,699.28
199,536,2025-08-18 23:49:23,CANCELLED,2437.03
200,25,2025-08-18 23:59:54,DELIVERED,769.55
201,872,2025-08-18 23:49:37,NEW,3257.6
202,175,2025-08-18 23:53:13,CANCELLED,332.95
203,66,2025-08-18 23:58:53,CANCELLED,1655.48
204,578,2025-08-19 00:00:09,DELIVERED,3434.49
205,96,2025-08-18 23:59:38,DELIVERED,1115.16
206,457,2025-08-18 23:53:10,CANCELLED,1743.57
207,742,2025-08-18 23:53:39,DELIVERED,3798.0
208,226,2025-08-18 23:58:42,DELIVERED,101.24
209,706,2025-08-19 00:00:27,CANCELLED,2645.7
210,519,2025-08-18 23:56:24,SHIPPED,4735.46
211,701,2025-08-18 23:59:55,DELIVERED,399.6
212,314,2025-08-18 23:59:08,SHIPPED,3729.58
213,200,2025-08-18 23:47:20,DELIVERED,654.72
214,888,2025-08-18 23:53:01,NEW,1517.06
215,209,2025-08-18 23:50:06,DELIVERED,1109.19
216,133,2025-08-18 23:52:06,CANCELLED,2868.48
217,759,2025-08-18 23:51:11,SHIPPED,3613.64
218,49,2025-08-18 23:59:54,NEW,74.25
219,98,2025-08-18 23:49:27,DELIVERED,3210.73
220,23,2025-08-18 23:55:17,SHIPPED,1457.31
221,392,2025-08-18 23:44:55,SHIPPED,2918.46
222,964,2025-08-18 23:55:55,DELIVERED,297.59
223,663,2025-08-18 23:51:11,SHIPPED,3779.17
224,531,2025-08-18 23:58:00,NEW,2375.69
225,500,2025-08-18 23:58:10,NEW,1120.89
226,314,2025-08-18 23:53:57,SHIPPED,2153.94
227,487,2025-08-18 23:44:38,CANCELLED,3953.12
228,622,2025-08-18 23:52:50,DELIVERED,2207.91
229,347,2025-08-18 23:58:26,CANCELLED,2441.93
230,271,2025-08-18 23:46:50,CANCELLED,1637.44
231,682,2025-08-18 23:43:40,CANCELLED,1307.56
232,575,2025-08-18 23:51:22,NEW,1226.53
233,460,2025-08-18 23:53:48,SHIPPED,156.0
234,334,2025-08-18 23:44:10,NEW,1748.1
235,910,2025-08-18 23:49:24,SHIPPED,503.3
236,145,2025-08-18 23:50:42,DELIVERED,5291.96
237,747,2025-08-18 23:54:35,NEW,3767.22
238,682,2025-08-18 23:55:06,DELIVERED,4714.38
239,546,2025-08-18 23:58:39,SHIPPED,256.32
240,569,2025-08-19 00:00:29,NEW,2336.85
241,484,2025-08-18 23:43:42,SHIPPED,1631.25
242,38,2025-08-18 23:45:08,DELIVERED,1064.96
243,223,2025-08-18 23:53:29,SHIPPED,310.64
244,323,2025-08-18 23:49:15,DELIVERED,1784.72
245,276,2025-08-18 23:51:06,CANCELLED,507.45
246,344,2025-08-18 23:55:08,DELIVERED,1412.25
247,241,2025-08-18 23:43:50,SHIPPED,2210.37
248,761,2025-08-18 23:55:23,NEW,2297.45
249,727,2025-08-18 23:49:17,CANCELLED,4321.27
250,506,2025-08-18 23:45:33,NEW,318.28
251,170,2025-08-18 23:59:48,DELIVERED,748.53
252,305,2025-08-18 23:45:10,SHIPPED,307.58
253,610,2025-08-18 23:46:00,DELIVERED,503.76
254,875,2025-08-18 23:54:05,SHIPPED,2213.6
255,267,2025-08-18 23:56:35,SHIPPED,103.84
256,923,2025-08-18 23:47:38,DELIVERED,3310.13
257,23,2025-08-18 23:49:03,SHIPPED,519.12
258,508,2025-08-18 23:58:33,DELIVERED,2090.03
259,197,2025-08-18 23:52:21,NEW,1942.58
260,728,2025-08-18 23:45:37,DELIVERED,1703.26
261,734,2025-08-18 23:51:23,NEW,58.37
262,586,2025-08-18 23:44:25,DELIVERED,1139.44
263,903,2025-08-18 23:55:43,DELIVERED,224.82
264,600,2025-08-18 23:46:09,SHIPPED,1627.1
265,383,2025-08-18 23:45:18,NEW,2480.04
266,262,2025-08-18 23:45:22,DELIVERED,1851.97
267,603,2025-08-18 23:44:08,DELIVERED,2348.66
268,610,2025-08-18 23:55:06,CANCELLED,2047.02
269,108,2025-08-19 00:00:27,NEW,5899.93
270,504,2025-08-18 23:47:20,NEW,153.08
271,654,2025-08-18 23:54:50,SHIPPED,2957.46
272,722,2025-08-18 23:58:50,NEW,3840.24
273,469,2025-08-18 23:51:19,NEW,1686.12
274,143,2025-08-19 00:00:08,DELIVERED,3977.48
275,170,2025-08-18 23:44:32,CANCELLED,5872.22
276,232,2025-08-18 23:45:02,NEW,846.98
277,672,2025-08-18 23:43:51,NEW,1217.39
278,109,2025-08-18 23:56:51,CANCELLED,3963.52
279,87,2025-08-18 23:44:03,NEW,3776.33
280,554,2025-08-18 23:46:35,SHIPPED,184.6
281,468,2025-08-18 23:47:22,SHIPPED,2619.44
282,816,2025-08-18 23:51:00,DELIVERED,508.16
283,484,2025-08-18 23:58:19,NEW,173.68
284,267,2025-08-18 23:45:20,SHIPPED,2363.6
285,741,2025-08-18 23:56:47,NEW,2874.75
286,435,2025-08-19 00:00:00,SHIPPED,1546.58
287,510,2025-08-19 00:01:17,SHIPPED,776.86
288,372,2025-08-18 23:50:49,CANCELLED,1468.84
289,201,2025-08-18 23:46:08,DELIVERED,926.52
290,687,2025-08-18 23:56:27,CANCELLED,391.86
291,333,2025-08-18 23:47:21,CANCELLED,232.32
292,644,2025-08-19 00:01:26,NEW,1857.8
293,669,2025-08-18 23:48:04,DELIVERED,262.95
294,134,2025-08-18 23:50:36,SHIPPED,795.32
295,531,2025-08-18 23:46:46,CANCELLED,1041.27
296,14,2025-08-18 23:52:14,CANCELLED,3899.93
297,90,2025-08-18 23:52:54,DELIVERED,2154.46
298,703,2025-08-18 23:53:02,CANCELLED,1610.56
299,428,2025-08-18 23:51:26,DELIVERED,3839.3
300,600,2025-08-18 23:55:14,NEW,1891.34
301,715,2025-08-18 23:46:25,NEW,4078.74
302,122,2025-08-19 00:00:58,SHIPPED,2623.08
303,537,2025-08-18 23:56:32,CANCELLED,1332.04
304,287,2025-08-18 23:44:25,CANCELLED,148.54
305,19,2025-08-18 23:54:51,CANCELLED,1582.24
306,324,2025-08-18 23:50:12,SHIPPED,1799.86
307,361,2025-08-18 23:57:54,NEW,1777.91
308,954,2025-08-18 23:43:59,NEW,1704.15
309,229,2025-08-18 23:58:50,NEW,467.05
310,619,2025-08-18 23:57:10,NEW,3947.41
311,435,2025-08-18 23:48:11,DELIVERED,4299.16
312,855,2025-08-18 23:43:59,NEW,1866.07
313,582,2025-08-18 23:57:00,NEW,720.65
314,981,2025-08-18 23:51:56,NEW,471.58
315,189,2025-08-18 23:50:13,NEW,503.52
316,795,2025-08-18 23:50:05,NEW,3608.22
317,264,2025-08-18 23:54:24,SHIPPED,2963.55
318,123,2025-08-18 23:58:05,SHIPPED,3117.66
319,925,2025-08-18 23:54:57,SHIPPED,1007.32
320,624,2025-08-18 23:57:53,DELIVERED,673.26
321,902,2025-08-18 23:54:45,SHIPPED,1101.64
322,245,2025-08-18 23:44:51,CANCELLED,2564.23
323,51,2025-08-18 23:56:51,DELIVERED,2122.74
324,620,2025-08-18 23:54:39,NEW,3644.68
325,845,2025-08-18 23:59:30,SHIPPED,544.77
326,459,2025-08-18 23:52:24,SHIPPED,1908.6
327,810,2025-08-18 23:56:02,NEW,3667.84
328,873,2025-08-18 23:48:56,CANCELLED,2244.08
329,358,2025-08-18 23:44:57,NEW,2058.95
330,276,2025-08-18 23:59:59,CANCELLED,306.17
331,697,2025-08-19 00:00:11,CANCELLED,2697.8
332,455,2025-08-18 23:47:09,CANCELLED,115.48
333,122,2025-08-18 23:53:00,DELIVERED,1057.4
334,141,2025-08-18 23:53:58,SHIPPED,1791.75
335,708,2025-08-18 23:51:46,NEW,1490.34
336,974,2025-08-18 23:53:21,SHIPPED,6047.8
337,916,2025-08-18 23:50:46,NEW,2069.05
338,370,2025-08-18 23:59:03,SHIPPED,1882.45
339,164,2025-08-18 23:43:56,DELIVERED,5087.57
340,763,2025-08-18 23:46:20,SHIPPED,3269.26
341,451,2025-08-18 23:49:55,SHIPPED,2171.66
342,410,2025-08-19 00:00:14,CANCELLED,1571.68
343,125,2025-08-18 23:54:04,DELIVERED,2973.99
344,912,2025-08-18 23:51:40,NEW,2419.1
345,524,2025-08-18 23:51:15,SHIPPED,3268.28
346,860,2025-08-18 23:54:38,SHIPPED,2376.55
347,196,2025-08-18 23:48:53,SHIPPED,945.28
348,703,2025-08-18 23:52:53,NEW,3297.78
349,757,2025-08-18 23:43:46,NEW,2691.01
350,451,2025-08-18 23:44:16,CANCELLED,2932.5
351,469,2025-08-18 23:46:27,NEW,3714.01
352,939,2025-08-18 23:57:39,DELIVERED,2124.58
353,781,2025-08-18 23:59:37,NEW,3016.59
354,209,2025-08-18 23:51:43,CANCELLED,4142.67
355,359,2025-08-18 23:51:28,NEW,4448.4
356,417,2025-08-18 23:50:24,NEW,3497.78
357,933,2025-08-19 00:00:04,CANCELLED,2137.07
358,255,2025-08-18 23:53:47,DELIVERED,1963.06
359,888,2025-08-18 23:54:35,DELIVERED,1321.73
360,575,2025-08-18 23:48:26,NEW,1867.22
361,597,2025-08-18 23:57:01,SHIPPED,3033.39
362,518,2025-08-18 23:53:48,CANCELLED,675.27
363,200,2025-08-18 23:57:10,DELIVERED,731.34
364,555,2025-08-18 23:56:09,NEW,452.67
365,652,2025-08-19 00:01:15,DELIVERED,4078.1
366,574,2025-08-18 23:44:55,CANCELLED,1128.72
367,31,2025-08-18 23:56:13,DELIVERED,1535.47
368,384,2025-08-18 23:52:50,SHIPPED,4464.92
369,183,2025-08-18 23:46:10,DELIVERED,2795.67
370,625,2025-08-18 23:45:04,SHIPPED,402.57
371,952,2025-08-18 23:46:24,NEW,2539.83
372,649,2025-08-18 23:55:24,SHIPPED,2376.86
373,702,2025-08-19 00:01:18,NEW,401.52
374,212,2025-08-18 23:44:17,DELIVERED,3789.86
375,527,2025-08-18 23:57:11,DELIVERED,677.92
376,298,2025-08-19 00:00:32,SHIPPED,1709.9
377,247,2025-08-18 23:55:28,CANCELLED,5246.52
378,815,2025-08-18 23:48:58,DELIVERED,5115.85
379,162,2025-08-18 23:43:54,SHIPPED,3717.29
380,873,2025-08-18 23:48:55,NEW,2282.32
381,845,2025-08-18 23:52:21,DELIVERED,3214.45
382,809,2025-08-19 00:00:15,NEW,1286.9
383,272,2025-08-18 23:57:46,CANCELLED,1514.21
384,519,2025-08-18 23:44:41,SHIPPED,3161.45
385,587,2025-08-18 23:52:32,CANCELLED,1291.63
386,994,2025-08-18 23:45:50,SHIPPED,3028.2
387,762,2025-08-18 23:43:31,DELIVERED,34.28
388,326,2025-08-18 23:54:12,NEW,1074.72
389,831,2025-08-18 23:56:50,SHIPPED,1327.2
390,303,2025-08-18 23:52:19,DELIVERED,1609.1
391,131,2025-08-18 23:43:54,CANCELLED,2918.25
392,420,2025-08-18 23:49:51,SHIPPED,3390.96
393,525,2025-08-18 23:47:00,DELIVERED,3198.81
394,277,2025-08-18 23:59:13,SHIPPED,2244.73
395,394,2025-08-18 23:52:15,SHIPPED,599.96
396,829,2025-08-18 23:50:00,DELIVERED,2372.45
397,391,2025-08-18 23:54:00,SHIPPED,3848.15
398,811,2025-08-18 23:44:32,SHIPPED,1633.61
399,749,2025-08-18 23:44:37,NEW,3856.54
400,717,2025-08-18 23:49:35,DELIVERED,1150.07
401,930,2025-08-18 23:55:29,CANCELLED,6399.1
402,680,2025-08-18 23:58:17,DELIVERED,4024.24
403,315,2025-08-18 23:57:59,CANCELLED,3894.77
404,683,2025-08-18 23:53:14,SHIPPED,5248.88
405,534,2025-08-18 23:58:16,NEW,708.5
406,773,2025-08-19 00:01:29,NEW,815.11
407,926,2025-08-18 23:46:26,SHIPPED,191.04
408,571,2025-08-18 23:53:44,NEW,3183.18
409,544,2025-08-18 23:44:02,SHIPPED,4095.67
410,103,2025-08-18 23:57:31,DELIVERED,787.2
411,36,2025-08-18 23:50:17,NEW,3040.03
412,163,2025-08-18 23:47:28,DELIVERED,2870.1
413,506,2025-08-18 23:59:29,DELIVERED,613.61
414,107,2025-08-18 23:56:28,NEW,591.74
415,797,2025-08-18 23:58:48,NEW,3817.47
416,347,2025-08-19 00:00:54,CANCELLED,672.24
417,721,2025-08-18 23:51:48,SHIPPED,1090.96
418,870,2025-08-18 23:50:03,SHIPPED,4022.44
419,800,2025-08-18 23:54:20,CANCELLED,979.04
420,862,2025-08-18 23:56:07,SHIPPED,2968.56
421,605,2025-08-18 23:56:47,DELIVERED,1302.75
422,228,2025-08-18 23:44:13,NEW,1409.51
423,488,2025-08-18 23:48:43,NEW,1267.4
424,815,2025-08-18 23:54:12,CANCELLED,1762.46
425,17,2025-08-19 00:01:10,NEW,2173.3
426,862,2025-08-18 23:59:56,NEW,1352.44
427,79,2025-08-18 23:53:32,CANCELLED,1765.96
428,556,2025-08-19 00:01:20,DELIVERED,5698.17
429,44,2025-08-18 23:56:48,SHIPPED,1003.15
430,703,2025-08-18 23:45:11,CANCELLED,645.96
431,100,2025-08-18 23:51:39,SHIPPED,3813.34
432,937,2025-08-18 23:58:02,CANCELLED,1082.32
433,677,2025-08-18 23:53:14,SHIPPED,1630.48
434,706,2025-08-18 23:44:05,DELIVERED,3431.5
435,500,2025-08-19 00:01:01,NEW,3898.04
436,954,2025-08-18 23:58:12,SHIPPED,2857.82
437,808,2025-08-18 23:46:54,DELIVERED,4563.9
438,959,2025-08-18 23:55:09,CANCELLED,1576.98
439,480,2025-08-18 23:49:30,DELIVERED,279.76
440,944,2025-08-18 23:58:59,DELIVERED,4074.78
441,174,2025-08-18 23:47:32,DELIVERED,3403.21
442,300,2025-08-18 23:54:06,NEW,1354.49
443,817,2025-08-18 23:47:38,SHIPPED,727.44
444,359,2025-08-19 00:01:04,SHIPPED,2292.58
445,773,2025-08-18 23:45:15,DELIVERED,558.44
446,441,2025-08-18 23:48:31,SHIPPED,6135.79
447,563,2025-08-18 23:46:11,CANCELLED,3543.16
448,932,2025-08-18 23:45:08,CANCELLED,877.6
449,136,2025-08-18 23:46:37,DELIVERED,6428.85
450,161,2025-08-18 23:45:04,CANCELLED,1441.85
451,943,2025-08-18 23:49:43,SHIPPED,2302.35
452,708,2025-08-18 23:47:49,DELIVERED,1101.68
453,718,2025-08-18 23:47:55,DELIVERED,445.76
454,534,2025-08-18 23:52:12,CANCELLED,807.6
455,283,2025-08-18 23:43:52,DELIVERED,2198.42
456,397,2025-08-18 23:56:25,NEW,701.9
457,632,2025-08-18 23:55:13,NEW,2749.02
458,861,2025-08-18 23:45:27,SHIPPED,4364.62
459,234,2025-08-18 23:50:16,SHIPPED,2093.27
460,639,2025-08-19 00:00:56,CANCELLED,2438.85
461,854,2025-08-18 23:44:34,CANCELLED,1750.05
462,668,2025-08-18 23:51:38,DELIVERED,5977.69
463,488,2025-08-18 23:58:12,NEW,783.2
464,206,2025-08-18 23:44:06,SHIPPED,2811.56
465,610,2025-08-18 23:44:43,SHIPPED,3261.64
466,59,2025-08-18 23:49:22,DELIVERED,4802.38
467,130,2025-08-18 23:47:39,NEW,325.76
468,252,2025-08-18 23:59:04,SHIPPED,4272.3
469,355,2025-08-18 23:56:11,DELIVERED,942.88
470,447,2025-08-18 23:59:26,CANCELLED,543.26
471,310,2025-08-18 23:50:33,DELIVERED,530.5
472,761,2025-08-18 23:55:51,NEW,921.7
473,116,2025-08-18 23:56:13,CANCELLED,2537.18
474,394,2025-08-18 23:47:57,SHIPPED,4171.49
475,860,2025-08-18 23:46:17,SHIPPED,493.94
476,536,2025-08-19 00:00:24,CANCELLED,679.08
477,383,2025-08-18 23:44:49,SHIPPED,2339.73
478,52,2025-08-18 23:45:09,CANCELLED,3237.25
479,581,2025-08-18 23:57:14,DELIVERED,4507.16
480,817,2025-08-18 23:51:43,CANCELLED,1061.19
481,304,2025-08-18 23:52:43,NEW,1254.44
482,844,2025-08-18 23:56:02,DELIVERED,937.04
483,541,2025-08-18 23:57:41,NEW,4752.87
484,629,2025-08-18 23:55:33,SHIPPED,290.13
485,252,2025-08-18 23:58:40,NEW,4031.08
486,601,2025-08-18 23:53:20,NEW,3353.82
487,408,2025-08-18 23:44:22,CANCELLED,1750.09
488,457,2025-08-18 23:59:23,DELIVERED,366.88
489,914,2025-08-18 23:48:42,CANCELLED,1692.74
490,3,2025-08-18 23:55:59,CANCELLED,477.38
491,107,2025-08-18 23:49:17,SHIPPED,1253.69
492,885,2025-08-18 23:54:11,SHIPPED,2955.59
493,320,2025-08-18 23:48:26,DELIVERED,1384.76
494,869,2025-08-18 23:55:02,NEW,754.13
495,358,2025-08-18 23:52:37,NEW,1820.36
496,991,2025-08-18 23:44:35,NEW,1497.85
497,536,2025-08-18 23:50:40,NEW,4907.85
