ORDER_ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,EXTENDED_PRICE
352,123,150,4,279.46,1117.84
353,124,15,4,437.27,1749.08
354,124,25,1,302.09,302.09
355,125,187,5,453.11,2265.55
356,125,52,3,204.72,614.16
357,125,7,5,194.77,973.85
358,125,42,4,407.72,1630.88
359,126,63,2,276.22,552.44
360,126,147,4,458.22,1832.88
361,126,109,2,129.8,259.6
362,126,123,3,405.06,1215.18
363,127,107,1,419.7,419.7
364,127,154,1,430.53,430.53
365,127,168,5,166.03,830.15
366,128,176,3,489.67,1469.01
367,128,63,1,27.17,27.17
368,128,75,4,387.5,1550.0
369,128,73,5,384.11,1920.55
370,128,1,5,478.94,2394.7
371,129,4,1,377.8,377.8
372,130,61,2,92.49,184.98
373,131,92,4,287.39,1149.56
374,131,26,3,177.98,533.94
375,131,192,3,304.09,912.27
376,131,54,2,121.51,243.02
377,132,30,5,468.75,2343.75
378,132,22,3,26.84,80.52
379,132,145,4,478.4,1913.6
380,132,36,2,34.08,68.16
381,132,83,3,264.47,793.41
382,133,2,5,428.51,2142.55
383,133,13,5,174.46,872.3
384,133,12,2,244.31,488.62
385,134,200,3,434.49,1303.47
386,135,19,2,231.96,463.92
387,135,24,5,420.59,2102.95
388,135,173,2,430.08,860.16
389,136,11,3,215.25,645.75
390,136,2,3,114.66,343.98
391,137,109,4,388.18,1552.72
392,137,75,4,73.69,294.76
393,138,43,2,26.58,53.16
394,138,6,5,163.11,815.55
395,139,188,4,226.1,904.4
396,139,19,1,384.23,384.23
397,139,184,2,350.6,701.2
398,140,28,3,384.91,1154.73
399,140,63,5,190.43,952.15
400,140,175,1,9.63,9.63
401,141,170,1,423.77,423.77
402,141,176,1,99.98,99.98
403,141,142,2,125.69,251.38
404,141,13,2,300.29,600.58
405,142,29,3,327.99,983.97
406,142,181,4,409.62,1638.48
407,142,183,1,12.89,12.89
408,142,158,5,22.29,111.45
409,143,32,3,17.26,51.78
410,143,76,5,429.93,2149.65
411,144,119,3,225.43,676.29
412,145,136,4,86.77,347.08
413,146,172,1,40.04,40.04
414,146,160,2,158.38,316.76
415,146,160,2,252.97,505.94
416,147,49,2,63.46,126.92
417,147,135,2,185.32,370.64
418,148,128,5,358.1,1790.5
419,148,197,3,362.18,1086.54
420,148,133,5,245.48,1227.4
421,149,91,2,479.13,958.26
422,149,147,3,336.76,1010.28
423,149,27,5,354.64,1773.2
424,150,6,4,340.06,1360.24
425,151,144,2,468.75,937.5
426,151,18,2,259.51,519.02
427,152,122,2,117.8,235.6
428,152,53,2,427.17,854.34
429,152,139,4,470.77,1883.08
430,152,151,2,211.31,422.62
431,153,116,3,444.75,1334.25
432,153,163,3,81.6,244.8
433,153,188,4,194.89,779.56
434,153,16,3,246.04,738.12
435,153,179,2,290.63,581.26
436,154,128,4,474.75,1899.0
437,154,67,4,486.54,1946.16
438,155,43,4,179.18,716.72
439,155,122,2,213.97,427.94
440,156,12,2,230.9,461.8
441,156,131,4,394.17,1576.68
442,157,49,4,486.93,1947.72
443,157,97,5,284.86,1424.3
444,157,78,5,141.5,707.5
445,157,22,3,188.58,565.74
446,158,145,5,62.3,311.5
447,158,151,2,243.81,487.62
448,159,1,1,129.54,129.54
449,159,195,5,149.49,747.45
450,159,17,2,231.09,462.18
451,159,84,2,62.99,125.98
452,159,47,1,306.83,306.83
453,160,90,2,296.06,592.12
454,160,63,3,139.87,419.61
455,160,150,2,29.42,58.84
456,160,45,3,440.15,1320.45
457,160,4,5,58.02,290.1
458,161,121,5,165.81,829.05
459,161,39,4,468.03,1872.12
460,162,123,5,139.3,696.5
461,162,152,1,14.33,14.33
462,162,113,4,51.49,205.96
463,163,71,2,154.1,308.2
464,163,84,4,58.0,232.0
465,163,23,4,263.53,1054.12
466,164,69,5,222.72,1113.6
467,164,152,4,487.03,1948.12
468,164,120,5,62.45,312.25
469,165,174,1,345.46,345.46
470,166,43,5,376.77,1883.85
471,166,79,4,44.58,178.32
472,166,186,3,360.81,1082.43
473,167,1,5,268.1,1340.5
474,168,148,3,485.52,1456.56
475,169,147,4,273.04,1092.16
476,169,54,2,303.26,606.52
477,169,146,3,169.12,507.36
478,170,74,2,19.08,38.16
479,171,138,2,291.08,582.16
480,172,92,3,211.45,634.35
481,172,73,3,329.93,989.79
482,172,32,1,162.71,162.71
483,172,139,5,486.52,2432.6
484,172,99,2,293.68,587.36
485,173,77,3,189.64,568.92
486,173,130,1,121.19,121.19
487,173,194,3,323.85,971.55
488,173,191,5,240.75,1203.75
489,173,145,1,446.8,446.8
490,174,49,1,470.92,470.92
491,175,199,4,354.25,1417.0
492,175,112,1,128.6,128.6
493,175,36,1,466.8,466.8
494,175,68,1,77.47,77.47
495,176,125,1,171.82,171.82
496,176,184,1,448.37,448.37
497,176,31,4,329.71,1318.84
498,176,109,3,291.08,873.24
499,176,38,2,73.95,147.9
500,177,95,3,408.65,1225.95
501,178,53,1,497.91,497.91
502,178,160,3,155.99,467.97
503,179,177,1,458.31,458.31
504,180,39,4,336.9,1347.6
505,180,67,4,363.64,1454.56
506,180,148,1,5.82,5.82
507,180,128,4,332.27,1329.08
508,180,5,3,57.72,173.16
509,181,103,4,231.53,926.12
510,181,161,2,387.64,775.28
511,181,108,4,373.79,1495.16
512,181,158,1,62.15,62.15
513,181,76,5,463.57,2317.85
514,182,70,3,371.18,1113.54
515,182,89,5,316.43,1582.15
516,182,74,5,110.56,552.8
517,182,79,4,398.17,1592.68
518,183,34,3,47.33,141.99
519,183,103,3,218.93,656.79
520,183,96,5,460.6,2303.0
521,184,167,1,197.8,197.8
522,184,43,3,474.41,1423.23
523,184,136,3,416.51,1249.53
524,185,19,1,254.3,254.3
525,185,86,2,323.22,646.44
526,185,65,4,246.33,985.32
527,186,187,2,411.43,822.86
528,186,189,3,410.44,1231.32
529,187,51,2,13.75,27.5
530,187,86,1,259.57,259.57
531,187,192,4,478.96,1915.84
532,188,102,2,497.07,994.14
533,188,82,3,355.26,1065.78
534,188,169,5,334.56,1672.8
535,188,139,5,81.51,407.55
536,188,128,1,403.0,403.0
537,189,186,5,477.16,2385.8
538,189,161,4,494.98,1979.92
539,190,111,5,104.95,524.75
540,190,198,3,278.4,835.2
541,191,139,2,214.43,428.86
542,191,37,1,333.85,333.85
543,191,101,1,309.65,309.65
544,192,62,3,287.6,862.8
545,192,115,1,260.1,260.1
546,192,14,4,282.52,1130.08
547,192,129,1,399.1,399.1
548,193,170,2,117.83,235.66
549,193,101,3,420.99,1262.97
550,193,45,5,354.06,1770.3
551,193,24,2,344.61,689.22
552,194,168,3,388.21,1164.63
553,194,129,5,442.41,2212.05
554,194,157,2,57.91,115.82
555,194,39,2,475.24,950.48
556,194,169,4,433.89,1735.56
557,195,2,2,367.75,735.5
558,195,192,1,280.45,280.45
559,196,173,4,332.7,1330.8
560,196,56,2,227.95,455.9
561,196,165,5,269.44,1347.2
562,197,37,2,60.63,121.26
563,197,127,1,269.67,269.67
564,197,61,1,46.06,46.06
565,198,90,1,103.7,103.7
566,198,123,3,33.1,99.3
567,198,129,1,496.28,496.28
568,199,28,2,289.16,578.32
569,199,27,2,337.08,674.16
570,199,176,5,236.91,1184.55
571,200,42,1,278.3,278.3
572,200,161,5,98.25,491.25
573,201,31,5,69.84,349.2
574,201,62,5,359.6,1798.0
575,201,10,4,221.92,887.68
576,201,128,3,74.24,222.72
577,202,63,1,332.95,332.95
578,203,154,4,413.87,1655.48
579,204,117,1,229.87,229.87
580,204,122,3,446.2,1338.6
581,204,131,2,86.76,173.52
582,204,193,3,423.77,1271.31
583,204,81,1,421.19,421.19
584,205,167,2,482.04,964.08
585,205,150,2,75.54,151.08
586,206,43,1,266.4,266.4
587,206,192,2,381.26,762.52
588,206,15,5,142.93,714.65
589,207,32,2,327.97,655.94
590,207,76,1,388.64,388.64
591,207,136,4,194.58,778.32
592,207,36,5,395.02,1975.1
593,208,163,4,25.31,101.24
594,209,100,5,355.61,1778.05
595,209,30,3,221.15,663.45
596,209,2,1,204.2,204.2
597,210,52,5,487.81,2439.05
598,210,18,2,362.04,724.08
599,210,186,3,348.51,1045.53
600,210,46,5,105.36,526.8
601,211,181,1,399.6,399.6
602,212,42,2,461.75,923.5
603,212,115,1,26.68,26.68
604,212,164,3,199.75,599.25
605,212,108,5,436.03,2180.15
606,213,43,2,327.36,654.72
607,214,71,2,334.94,669.88
608,214,196,3,265.78,797.34
609,214,44,1,49.84,49.84
610,215,191,3,362.18,1086.54
611,215,6,1,22.65,22.65
612,216,13,1,320.01,320.01
613,216,200,4,472.55,1890.2
614,216,179,5,5.99,29.95
615,216,75,3,209.44,628.32
616,217,36,5,350.94,1754.7
617,217,32,1,273.2,273.2
618,217,104,2,196.77,393.54
619,217,158,3,397.4,1192.2
620,218,71,3,24.75,74.25
621,219,130,4,56.47,225.88
622,219,3,5,140.47,702.35
623,219,69,5,397.16,1985.8
624,219,51,5,59.34,296.7
625,220,132,4,346.38,1385.52
626,220,35,3,23.93,71.79
627,221,45,2,195.8,391.6
628,221,106,2,75.32,150.64
629,221,169,5,201.26,1006.3
630,221,175,4,342.48,1369.92
631,222,108,1,297.59,297.59
632,223,23,1,405.45,405.45
633,223,116,5,427.73,2138.65
634,223,174,3,365.49,1096.47
635,223,17,1,138.6,138.6
636,224,194,1,174.85,174.85
637,224,166,3,5.48,16.44
638,224,169,4,216.68,866.72
639,224,62,2,263.22,526.44
640,224,45,2,395.62,791.24
641,225,49,2,83.49,166.98
642,225,57,3,317.97,953.91
643,226,48,1,316.37,316.37
644,226,65,4,134.33,537.32
645,226,183,5,260.05,1300.25
646,227,122,3,432.91,1298.73
647,227,44,4,280.74,1122.96
648,227,60,4,262.31,1049.24
649,227,192,3,71.28,213.84
650,227,76,5,53.67,268.35
651,228,105,4,433.78,1735.12
652,228,143,1,352.91,352.91
653,228,92,1,119.88,119.88
654,229,189,2,188.06,376.12
655,229,83,5,345.74,1728.7
656,229,122,1,337.11,337.11
657,230,188,2,345.47,690.94
658,230,34,2,338.74,677.48
659,230,99,2,30.86,61.72
660,230,120,3,69.1,207.3
661,231,46,2,141.39,282.78
662,231,49,2,324.19,648.38
663,231,8,2,188.2,376.4
664,232,58,1,59.47,59.47
665,232,12,2,438.05,876.1
666,232,34,4,72.74,290.96
667,233,59,5,31.2,156.0
668,234,30,4,148.1,592.4
669,234,62,4,58.55,234.2
670,234,101,2,330.49,660.98
671,234,178,1,260.52,260.52
672,235,23,5,100.66,503.3
673,236,13,3,324.53,973.59
674,236,199,3,467.76,1403.28
675,236,138,4,336.59,1346.36
676,236,102,3,460.55,1381.65
677,236,113,2,93.54,187.08
678,237,51,1,485.27,485.27
679,237,153,2,398.24,796.48
680,237,82,5,437.91,2189.55
681,237,34,3,98.64,295.92
682,238,138,2,445.49,890.98
683,238,63,2,379.29,758.58
684,238,22,4,222.27,889.08
685,238,20,1,53.09,53.09
686,238,9,5,424.53,2122.65
687,239,52,2,128.16,256.32
688,240,80,3,279.21,837.63
689,240,123,2,272.16,544.32
690,240,1,3,318.3,954.9
691,241,41,1,252.49,252.49
692,241,42,5,57.36,286.8
693,241,73,4,272.99,1091.96
694,242,179,4,266.24,1064.96
695,243,14,1,310.64,310.64
696,244,169,4,446.18,1784.72
697,245,106,5,101.49,507.45
698,246,49,5,282.45,1412.25
699,247,122,5,407.19,2035.95
700,247,160,1,174.42,174.42
701,248,38,3,431.05,1293.15
702,248,77,5,200.86,1004.3
703,249,31,1,64.14,64.14
704,249,5,5,416.92,2084.6
705,249,174,4,72.29,289.16
706,249,28,3,314.38,943.14
707,249,133,3,313.41,940.23
708,250,191,1,318.28,318.28
709,251,131,1,375.13,375.13
710,251,29,5,74.68,373.4
711,252,42,2,153.79,307.58
712,253,120,3,167.92,503.76
713,254,190,3,345.52,1036.56
714,254,138,4,115.42,461.68
715,254,132,1,385.83,385.83
716,254,32,5,51.97,259.85
717,254,21,4,17.42,69.68
718,255,16,1,103.84,103.84
719,256,165,1,286.38,286.38
720,256,3,5,227.97,1139.85
721,256,8,2,270.51,541.02
722,256,110,3,294.21,882.63
723,256,110,5,92.05,460.25
724,257,174,2,58.95,117.9
725,257,99,1,121.24,121.24
726,257,155,1,279.98,279.98
727,258,93,4,402.57,1610.28
728,258,16,1,479.75,479.75
729,259,152,1,375.97,375.97
730,259,167,3,254.5,763.5
731,259,164,4,46.29,185.16
732,259,108,1,176.17,176.17
733,259,141,3,147.26,441.78
734,260,114,2,383.43,766.86
735,260,111,5,127.82,639.1
736,260,187,2,107.72,215.44
737,260,103,2,40.93,81.86
738,261,31,1,58.37,58.37
739,262,157,2,61.41,122.82
740,262,2,3,285.34,856.02
741,262,17,5,32.12,160.6
742,263,173,1,224.82,224.82
743,264,38,4,210.59,842.36
744,264,104,3,261.58,784.74
745,265,103,4,45.32,181.28
746,265,136,4,148.79,595.16
747,265,47,4,425.9,1703.6
748,266,196,4,391.03,1564.12
749,266,177,3,95.95,287.85
750,267,185,5,12.29,61.45
751,267,68,5,385.94,1929.7
752,267,154,1,357.51,357.51
753,268,128,2,29.32,58.64
754,268,54,1,224.47,224.47
755,268,115,1,464.65,464.65
756,268,79,1,485.26,485.26
757,268,10,4,203.5,814.0
758,269,8,5,421.05,2105.25
759,269,107,5,318.09,1590.45
760,269,30,3,487.0,1461.0
761,269,146,1,68.43,68.43
762,269,140,2,337.4,674.8
763,270,176,1,153.08,153.08
764,271,37,1,325.5,325.5
765,271,13,2,194.08,388.16
766,271,119,1,230.0,230.0
767,271,180,4,331.13,1324.52
768,271,191,2,344.64,689.28
769,272,193,1,270.41,270.41
770,272,111,5,439.47,2197.35
771,272,91,3,194.24,582.72
772,272,187,4,197.44,789.76
773,273,33,4,367.55,1470.2
774,273,121,4,53.98,215.92
775,274,64,1,394.53,394.53
776,274,98,5,280.1,1400.5
777,274,199,2,433.42,866.84
778,274,101,4,253.49,1013.96
779,274,152,5,60.33,301.65
780,275,68,3,414.94,1244.82
781,275,118,1,441.55,441.55
782,275,47,5,463.86,2319.3
783,275,198,5,373.31,1866.55
784,276,78,5,71.46,357.3
785,276,28,1,489.68,489.68
786,277,41,1,188.19,188.19
787,277,139,3,236.0,708.0
788,277,77,2,160.6,321.2
789,278,54,4,473.51,1894.04
790,278,136,2,237.9,475.8
791,278,108,4,398.42,1593.68
792,279,123,2,8.06,16.12
793,279,199,5,355.71,1778.55
794,279,8,2,81.95,163.9
795,279,128,5,325.98,1629.9
796,279,149,2,93.93,187.86
797,280,18,4,46.15,184.6
798,281,125,2,212.77,425.54
799,281,187,4,321.18,1284.72
800,281,110,2,196.48,392.96
801,281,178,2,205.86,411.72
802,281,5,1,104.5,104.5
803,282,161,4,127.04,508.16
804,283,21,1,173.68,173.68
805,284,145,3,146.6,439.8
806,284,174,5,384.76,1923.8
807,285,89,1,337.15,337.15
808,285,175,1,455.5,455.5
809,285,39,5,381.59,1907.95
810,285,153,1,174.15,174.15
811,286,13,2,57.1,114.2
812,286,55,5,14.13,70.65
813,286,95,3,347.89,1043.67
814,286,4,2,159.03,318.06
815,287,44,2,42.86,85.72
816,287,133,1,227.01,227.01
817,287,130,1,464.13,464.13
818,288,69,5,202.44,1012.2
819,288,8,4,114.16,456.64
820,289,199,1,332.04,332.04
821,289,135,2,297.24,594.48
822,290,10,3,130.62,391.86
823,291,19,2,116.16,232.32
824,292,16,5,371.56,1857.8
825,293,187,3,87.65,262.95
826,294,64,4,198.83,795.32
827,295,146,3,347.09,1041.27
828,296,172,3,427.08,1281.24
829,296,15,1,91.49,91.49
830,296,16,4,193.64,774.56
831,296,158,4,438.16,1752.64
832,297,84,4,391.94,1567.76
833,297,89,2,293.35,586.7
834,298,178,1,80.4,80.4
835,298,9,4,382.54,1530.16
836,299,168,3,133.5,400.5
837,299,55,2,216.06,432.12
838,299,35,2,401.34,802.68
839,299,95,5,328.73,1643.65
840,299,86,5,112.07,560.35
841,300,33,4,357.69,1430.76
842,300,160,1,119.57,119.57
843,300,91,1,341.01,341.01
844,301,154,4,397.7,1590.8
845,301,74,3,135.04,405.12
846,301,3,4,424.6,1698.4
847,301,149,3,128.14,384.42
848,302,143,1,203.01,203.01
849,302,76,4,34.98,139.92
850,302,95,1,414.94,414.94
851,302,82,1,499.73,499.73
852,302,24,3,455.16,1365.48
